product_id,shop_id,category,cost_price,unit_price,stock,sales_volume,return_rate,profit,demand_score,price_competitiveness_score,cart_abandonment_rate,loyalty_score,shop_performance_index,promotion_suggestion,price_adjustment
PROD_01365,SHOP_049,Beauty,118.35,300.9,415,662.0,0.1,108763.29,0.385,0.747,,0.71,0.332,YES,STABLE
PROD_01366,SHOP_013,Beauty,282.71,330.2,469,577.0,0.416,16002.61,0.213,0.805,0.106,0.457,0.863,NO,STABLE
PROD_01367,SHOP_008,Clothing,264.25,615.17,71,326.0,0.058,107764.72,0.759,0.757,0.791,0.198,0.824,YES,INCREASE
PROD_01368,SHOP_044,Books,90.63,150.36,347,53.0,0.157,2668.68,0.693,0.894,0.619,0.447,0.576,NO,STABLE
PROD_01369,SHOP_007,Beauty,115.98,326.83,222,358.0,,49291.25,0.462,0.619,0.322,0.607,0.779,NO,STABLE
PROD_01370,SHOP_010,Toys,52.64,162.48,144,141.0,0.444,8611.02,0.442,0.799,0.247,0.459,0.36,NO,STABLE
PROD_01371,SHOP_030,Electronics,11.27,31.32,244,687.0,0.109,12272.95,0.145,0.38,,0.641,0.291,YES,DECREASE
PROD_01372,SHOP_009,Electronics,123.39,304.43,367,213.0,0.301,26954.5,0.86,0.937,0.548,0.864,0.935,NO,STABLE
PROD_01373,SHOP_007,Food & Grocery,88.69,185.97,291,93.0,,5717.73,0.446,0.979,0.633,0.924,0.988,NO,STABLE
PROD_01374,SHOP_045,Beauty,45.92,123.75,216,373.0,,27114.57,0.567,0.517,0.504,0.264,0.911,NO,STABLE
PROD_01375,SHOP_002,Food & Grocery,166.1,450.23,44,311.0,0.3,61855.1,0.439,0.312,0.165,0.024,0.813,NO,DECREASE
PROD_01376,SHOP_042,Electronics,,339.84,120,327.0,0.404,25238.51,0.861,0.937,0.386,0.713,0.866,NO,INCREASE
PROD_01377,SHOP_005,Sports,168.15,399.26,372,3.0,0.364,440.96,0.379,0.877,0.825,0.173,0.715,YES,STABLE
PROD_01378,SHOP_040,Food & Grocery,206.47,539.06,117,50.0,0.416,9711.63,0.736,0.743,0.413,0.089,0.816,NO,STABLE
PROD_01379,SHOP_044,Food & Grocery,192.38,456.29,178,779.0,0.257,152750.32,0.802,0.926,0.836,0.769,0.877,NO,STABLE
PROD_01380,SHOP_044,Toys,166.8,274.96,399,759.0,0.11,73063.16,0.876,0.603,0.797,0.605,0.695,NO,STABLE
PROD_01381,SHOP_027,Beauty,221.37,439.76,14,775.0,0.328,113737.51,0.465,0.64,0.459,0.867,0.607,NO,STABLE
PROD_01382,SHOP_028,Sports,165.7,543.37,341,366.0,0.011,136706.72,0.756,0.578,0.682,0.64,0.568,NO,STABLE
PROD_01383,SHOP_037,Electronics,,339.63,329,406.0,0.039,50081.71,0.456,0.872,0.227,0.55,0.713,NO,STABLE
PROD_01384,SHOP_037,Toys,162.96,239.32,174,637.0,0.214,38232.08,0.518,0.604,0.831,0.836,0.504,YES,STABLE
PROD_01385,SHOP_046,Clothing,282.65,518.28,395,451.0,0.049,101061.94,0.953,0.571,0.462,0.583,0.657,NO,STABLE
PROD_01386,SHOP_035,Clothing,162.2,217.13,58,315.0,0.237,13202.15,0.135,0.911,0.371,0.044,0.775,YES,STABLE
PROD_01387,SHOP_023,Beauty,193.64,674.29,320,238.0,0.289,81334.63,0.797,0.713,0.114,0.102,0.902,NO,STABLE
PROD_01388,SHOP_026,Electronics,,512.75,76,185.0,0.073,53607.62,0.866,0.586,0.258,0.119,0.649,NO,DECREASE
PROD_01389,SHOP_025,Food & Grocery,197.11,422.83,132,718.0,0.362,103398.72,0.506,0.467,0.809,0.735,0.431,NO,STABLE
PROD_01390,SHOP_043,Home & Living,288.5,580.92,208,694.0,0.35,131910.66,0.546,0.335,0.385,0.903,0.831,NO,DECREASE
PROD_01391,SHOP_042,Home & Living,131.6,321.12,274,678.0,0.37,80951.57,0.419,0.912,0.249,0.748,0.414,NO,STABLE
PROD_01392,SHOP_041,Home & Living,,111.14,253,221.0,0.195,10483.94,0.452,0.51,0.335,0.154,0.889,NO,STABLE
PROD_01393,SHOP_011,Sports,,624.32,394,624.0,,182612.05,0.691,0.754,0.326,0.871,0.783,NO,STABLE
PROD_01394,SHOP_021,Books,240.91,481.52,369,32.0,0.268,5636.05,0.579,0.581,0.224,0.823,0.241,YES,STABLE
PROD_01395,SHOP_015,Beauty,274.83,632.54,72,604.0,0.142,185376.77,0.671,0.945,0.6,0.969,0.204,NO,INCREASE
PROD_01396,SHOP_020,Electronics,297.77,358.64,94,575.0,0.042,33530.24,0.289,0.459,0.149,0.909,0.677,NO,STABLE
PROD_01397,SHOP_013,Toys,28.21,80.28,463,102.0,0.05,5045.58,0.315,0.547,0.122,0.994,0.333,NO,STABLE
PROD_01398,SHOP_043,Food & Grocery,106.46,295.53,268,372.0,0.223,54649.55,0.576,0.688,0.608,0.349,0.474,NO,STABLE
PROD_01399,SHOP_038,Clothing,73.48,100.69,244,681.0,0.406,11006.83,0.374,0.88,0.334,0.684,0.751,NO,STABLE
PROD_01400,SHOP_013,Beauty,78.0,135.56,48,143.0,0.381,5095.04,0.701,0.881,0.381,0.423,0.778,NO,STABLE
PROD_01401,SHOP_034,Books,39.97,137.61,335,452.0,0.177,36321.69,0.113,0.735,0.144,0.571,0.267,NO,STABLE
PROD_01402,SHOP_004,Beauty,96.68,118.56,168,738.0,0.277,11674.6,0.631,0.4,0.716,0.914,0.763,NO,DECREASE
PROD_01403,SHOP_020,Electronics,153.11,481.99,46,673.0,0.131,192341.19,0.237,0.402,0.556,0.242,0.438,YES,DECREASE
PROD_01404,SHOP_024,Beauty,231.3,506.01,238,189.0,0.273,37745.98,0.158,0.803,0.32,0.024,0.428,NO,STABLE
PROD_01405,SHOP_015,Toys,275.03,370.94,19,702.0,0.294,47534.15,0.241,0.987,0.463,0.119,0.714,YES,STABLE
PROD_01406,SHOP_005,Toys,273.36,451.6,82,521.0,0.05,88219.89,0.485,0.78,0.163,0.054,0.603,NO,STABLE
PROD_01407,SHOP_021,Clothing,135.58,372.38,222,796.0,0.218,147401.37,0.796,0.551,0.524,0.682,0.59,NO,STABLE
PROD_01408,SHOP_004,Sports,80.02,151.78,5,181.0,0.003,12949.59,0.799,0.564,0.705,0.244,0.595,YES,STABLE
PROD_01409,SHOP_029,Home & Living,229.56,289.47,332,797.0,0.021,46745.56,0.108,0.847,0.692,0.273,0.748,YES,STABLE
PROD_01410,SHOP_035,Home & Living,153.97,193.22,454,249.0,0.374,6118.05,0.699,0.612,,0.871,0.451,NO,STABLE
PROD_01411,SHOP_035,Sports,198.97,307.86,407,241.0,0.078,24195.58,0.794,0.818,,0.077,0.802,NO,INCREASE
PROD_01412,SHOP_042,Clothing,281.83,641.27,125,755.0,0.171,224971.7,0.111,0.824,0.544,0.306,0.589,NO,DECREASE
PROD_01413,SHOP_001,Beauty,139.74,303.12,137,574.0,0.164,78400.18,0.815,0.856,0.603,0.838,0.457,NO,INCREASE
PROD_01414,SHOP_042,Books,94.66,166.59,186,430.0,0.272,22516.97,0.228,0.577,0.354,0.823,0.68,NO,STABLE
PROD_01415,SHOP_049,Home & Living,46.7,100.42,299,362.0,0.18,15946.24,0.221,0.581,0.722,0.924,0.552,YES,DECREASE
PROD_01416,SHOP_048,Beauty,89.52,311.8,84,746.0,0.063,155374.16,0.719,0.949,0.671,0.289,0.505,YES,INCREASE
PROD_01417,SHOP_019,Electronics,285.67,402.67,412,468.0,0.187,44516.63,0.187,0.509,0.57,0.102,0.348,YES,STABLE
PROD_01418,SHOP_017,Home & Living,,457.82,198,320.0,0.17,82723.78,0.979,0.571,0.483,0.483,0.217,NO,STABLE
PROD_01419,SHOP_026,Sports,220.04,609.89,40,783.0,0.155,257938.4,0.978,0.823,0.209,0.955,0.99,NO,INCREASE
PROD_01420,SHOP_017,Electronics,19.71,57.07,351,148.0,0.261,4086.14,0.174,0.616,0.196,0.157,0.584,YES,STABLE
PROD_01421,SHOP_022,Beauty,204.76,488.49,373,744.0,0.234,161698.86,0.327,0.704,0.771,0.582,0.559,YES,STABLE
PROD_01422,SHOP_022,Home & Living,296.41,588.81,377,97.0,0.249,21300.46,0.581,0.371,0.805,0.968,0.546,NO,DECREASE
PROD_01423,SHOP_027,Clothing,64.03,87.8,305,472.0,0.441,6271.67,0.43,0.547,0.713,0.745,0.803,NO,STABLE
PROD_01424,SHOP_037,Clothing,252.56,415.83,436,706.0,0.32,78382.66,0.683,0.921,0.14,0.53,0.958,NO,STABLE
PROD_01425,SHOP_023,Beauty,,167.02,87,117.0,0.175,10271.23,0.822,0.784,0.416,0.121,0.87,NO,INCREASE
PROD_01426,SHOP_016,Electronics,145.49,223.16,182,767.0,0.133,51649.7,0.564,0.533,0.269,0.695,0.923,NO,STABLE
PROD_01427,SHOP_018,Beauty,299.76,498.17,323,157.0,0.065,29125.6,0.39,0.973,0.357,0.438,0.418,NO,STABLE
PROD_01428,SHOP_032,Books,260.96,850.83,463,108.0,0.369,40198.46,0.992,0.795,0.404,0.037,0.757,NO,STABLE
PROD_01429,SHOP_021,Books,73.96,139.62,111,794.0,0.024,50882.82,0.318,0.926,0.701,0.598,0.617,YES,STABLE
PROD_01430,SHOP_038,Toys,163.82,240.6,142,746.0,0.014,56475.99,0.987,0.728,0.75,0.703,0.569,YES,INCREASE
PROD_01431,SHOP_014,Sports,289.08,652.05,478,439.0,0.204,126837.69,0.53,0.395,0.459,0.226,0.435,YES,DECREASE
PROD_01432,SHOP_045,Clothing,186.94,601.38,429,739.0,0.103,274725.23,0.828,0.588,0.784,0.185,0.388,YES,INCREASE
PROD_01433,SHOP_010,Books,202.47,550.75,80,709.0,0.126,215817.27,0.828,0.828,0.105,0.601,0.551,NO,INCREASE
PROD_01434,SHOP_018,Home & Living,7.38,22.41,145,105.0,0.139,1358.79,0.416,0.735,0.565,0.065,0.354,YES,STABLE
PROD_01435,SHOP_033,Electronics,273.24,429.22,440,77.0,0.3,8407.32,0.84,0.349,0.582,0.318,0.456,NO,DECREASE
PROD_01436,SHOP_025,Beauty,214.78,465.44,339,433.0,0.27,79231.12,0.798,0.699,0.275,0.537,0.275,NO,STABLE
PROD_01437,SHOP_040,Electronics,238.95,714.72,156,129.0,0.126,53641.16,0.668,0.404,0.102,0.425,0.342,NO,DECREASE
PROD_01438,SHOP_016,Sports,80.92,182.94,52,755.0,0.237,58770.15,0.493,0.729,0.649,0.508,0.821,NO,STABLE
PROD_01439,SHOP_036,Food & Grocery,102.28,122.63,137,209.0,0.153,3602.42,0.85,0.704,0.361,0.974,0.882,NO,INCREASE
PROD_01440,SHOP_016,Electronics,172.95,526.75,309,432.0,0.128,133277.88,0.289,0.721,0.73,0.47,0.463,YES,STABLE
PROD_01441,SHOP_018,Toys,45.23,106.08,233,217.0,0.421,7645.38,0.987,0.818,,0.402,0.502,NO,STABLE
PROD_01442,SHOP_030,Clothing,211.58,668.5,11,443.0,0.263,149180.27,0.177,0.483,0.43,0.082,0.221,YES,STABLE
PROD_01443,SHOP_031,Home & Living,249.63,532.77,372,333.0,0.0,94285.62,0.405,0.68,0.479,0.944,0.749,NO,STABLE
PROD_01444,SHOP_024,Sports,185.16,491.27,222,589.0,0.233,138289.17,0.117,0.983,0.795,0.324,0.927,YES,STABLE
PROD_01445,SHOP_020,Toys,18.44,56.95,383,270.0,0.406,6176.23,0.816,0.604,0.454,0.703,0.67,NO,STABLE
PROD_01446,SHOP_035,Sports,100.5,282.25,251,438.0,0.335,52938.32,0.78,0.912,0.326,0.993,0.257,NO,STABLE
PROD_01447,SHOP_043,Electronics,118.68,226.59,179,226.0,0.009,24168.17,0.856,0.315,,0.764,0.551,NO,DECREASE
PROD_01448,SHOP_042,Books,276.59,876.84,75,725.0,0.22,339441.38,0.415,0.563,0.456,0.892,0.51,NO,STABLE
PROD_01449,SHOP_041,Sports,180.56,378.63,399,612.0,0.17,100611.64,0.765,0.471,0.179,0.072,0.97,NO,STABLE
PROD_01450,SHOP_029,Electronics,265.42,828.05,453,457.0,0.136,222153.33,0.88,0.623,0.765,0.173,0.531,YES,INCREASE
PROD_01451,SHOP_032,Beauty,83.17,192.55,395,383.0,0.276,30330.2,0.716,0.755,0.806,0.839,0.77,NO,STABLE
PROD_01452,SHOP_049,Electronics,236.28,536.13,238,429.0,0.251,96348.1,0.353,0.486,0.213,0.958,0.584,NO,STABLE
PROD_01453,SHOP_050,Beauty,66.27,197.21,30,636.0,0.265,61209.21,0.81,0.75,0.135,0.851,0.791,NO,STABLE
PROD_01454,SHOP_022,Books,77.03,266.56,409,341.0,0.295,45563.96,0.48,0.472,0.815,0.914,0.892,YES,STABLE
PROD_01455,SHOP_017,Electronics,142.59,450.63,292,754.0,0.035,224132.98,0.154,0.472,0.331,0.99,0.733,NO,STABLE
PROD_01456,SHOP_021,Home & Living,298.12,403.62,52,699.0,0.399,44320.44,0.552,0.824,0.436,0.929,0.521,NO,STABLE
PROD_01457,SHOP_033,Home & Living,148.62,170.93,368,472.0,0.33,7055.31,0.47,0.77,0.744,0.834,0.638,NO,STABLE
PROD_01458,SHOP_002,Toys,160.39,417.69,-9,735.0,0.074,175120.95,0.309,0.462,0.647,0.574,0.349,YES,STABLE
PROD_01459,SHOP_012,Home & Living,274.81,359.36,28,363.0,0.03,29770.9,0.888,0.672,0.382,0.308,0.446,NO,INCREASE
PROD_01460,SHOP_011,Toys,82.04,152.04,154,131.0,0.001,9160.83,0.395,0.484,0.177,0.93,0.797,NO,STABLE
PROD_01461,SHOP_035,Clothing,275.15,757.38,386,416.0,0.186,163294.65,0.933,0.905,0.459,0.096,0.272,NO,INCREASE
PROD_01462,SHOP_050,Home & Living,98.89,303.06,178,215.0,0.428,25108.83,0.942,0.843,0.374,0.168,0.295,NO,STABLE
PROD_01463,SHOP_046,Books,266.43,803.31,38,174.0,0.437,52593.84,0.599,0.563,0.371,0.519,0.91,NO,STABLE
PROD_01464,SHOP_038,Clothing,70.0,168.1,488,585.0,0.041,55035.57,0.902,0.836,0.649,0.993,0.968,NO,INCREASE
PROD_01465,SHOP_020,Food & Grocery,274.84,382.46,311,378.0,0.258,30184.83,0.77,0.47,0.672,0.052,0.67,YES,STABLE
PROD_01466,SHOP_047,Books,123.47,199.05,42,340.0,0.397,15495.41,0.421,0.437,0.14,0.063,0.379,NO,STABLE
PROD_01467,SHOP_004,Clothing,186.91,604.99,208,369.0,0.276,111692.58,0.373,0.838,0.34,0.407,0.872,NO,STABLE
PROD_01468,SHOP_039,Food & Grocery,179.35,265.83,480,628.0,0.386,33346.0,0.638,0.539,0.141,0.307,0.266,NO,STABLE
PROD_01469,SHOP_042,Home & Living,117.26,304.56,8,60.0,0.403,6709.09,0.899,0.895,0.645,0.636,0.328,NO,STABLE
PROD_01470,SHOP_010,Food & Grocery,207.67,547.65,255,364.0,0.418,72024.08,0.462,0.755,0.386,0.618,0.823,NO,INCREASE
PROD_01471,SHOP_001,Electronics,,180.73,338,649.0,0.285,34282.91,0.943,0.743,0.469,0.76,0.641,NO,STABLE
PROD_01472,SHOP_036,Books,105.18,242.9,65,260.0,0.362,22844.99,0.601,0.957,0.209,0.35,0.436,NO,STABLE
PROD_01473,SHOP_046,Electronics,279.28,920.73,485,528.0,0.18,277722.19,0.825,0.331,0.514,0.174,0.948,NO,DECREASE
PROD_01474,SHOP_045,Home & Living,294.02,1005.6,21,735.0,0.261,386505.35,0.331,0.358,0.477,0.729,0.604,NO,DECREASE
PROD_01475,SHOP_028,Toys,242.55,404.65,286,503.0,0.239,62049.12,0.934,0.61,0.76,0.348,0.758,YES,STABLE
PROD_01476,SHOP_006,Electronics,,901.68,444,198.0,0.25,89686.57,0.108,0.496,0.723,0.277,0.803,YES,STABLE
PROD_01477,SHOP_049,Clothing,217.7,381.5,266,600.0,0.359,62997.48,0.789,0.811,0.52,0.951,0.656,NO,STABLE
PROD_01478,SHOP_015,Toys,95.75,138.95,122,602.0,0.161,21819.37,0.184,0.815,0.456,0.64,0.856,NO,STABLE
PROD_01479,SHOP_041,Home & Living,160.97,476.47,427,339.0,0.171,88665.28,0.695,0.715,,0.774,0.951,NO,INCREASE
PROD_01480,SHOP_034,Clothing,,119.86,107,42.0,0.197,1701.48,0.559,0.54,0.501,0.298,0.954,NO,STABLE
PROD_01481,SHOP_031,Sports,292.2,840.09,294,333.0,0.374,114212.05,0.527,0.403,0.273,0.636,0.265,NO,DECREASE
PROD_01482,SHOP_018,Beauty,163.55,363.86,141,89.0,0.435,10072.59,0.158,0.745,0.828,0.386,0.91,YES,STABLE
PROD_01483,SHOP_028,Beauty,80.87,135.57,313,416.0,0.16,19114.37,0.386,0.837,,0.436,0.909,NO,STABLE
PROD_01484,SHOP_023,Sports,222.24,682.88,31,112.0,0.178,42408.36,0.273,0.326,0.669,0.327,0.58,YES,DECREASE
PROD_01485,SHOP_020,Sports,232.83,596.16,245,390.0,0.185,115484.44,0.144,0.74,0.675,0.436,0.755,YES,STABLE
PROD_01486,SHOP_020,Sports,168.3,222.02,437,341.0,0.392,11137.66,0.495,0.469,,0.527,0.52,NO,STABLE
PROD_01487,SHOP_038,Sports,50.5,104.71,314,447.0,0.218,18949.32,0.341,0.823,0.843,0.633,0.31,YES,STABLE
PROD_01488,SHOP_007,Clothing,181.79,274.49,271,357.0,0.184,27004.62,0.765,0.948,0.215,0.501,0.79,NO,INCREASE
PROD_01489,SHOP_036,Sports,77.54,92.74,254,464.0,0.153,5973.72,0.388,0.397,0.786,0.386,0.533,YES,STABLE
PROD_01490,SHOP_031,Electronics,249.89,335.64,400,576.0,0.314,33882.91,0.944,0.725,0.149,0.483,0.496,NO,STABLE
PROD_01491,SHOP_014,Toys,203.29,438.94,141,634.0,0.244,112947.99,0.568,0.771,0.283,0.781,0.469,NO,STABLE
PROD_01492,SHOP_031,Electronics,10.53,20.18,371,627.0,0.118,5336.59,0.814,0.447,0.727,0.223,0.813,NO,STABLE
PROD_01493,SHOP_038,Electronics,83.36,215.85,459,55.0,0.219,5691.11,0.952,0.786,0.324,0.113,0.368,NO,STABLE
PROD_01494,SHOP_030,Books,139.18,234.86,147,629.0,0.432,34183.78,0.316,0.35,0.771,0.262,0.629,YES,DECREASE
PROD_01495,SHOP_018,Toys,196.21,562.81,249,316.0,0.043,110864.24,0.581,0.913,,0.214,0.732,NO,STABLE
PROD_01496,SHOP_032,Toys,225.32,418.72,249,370.0,0.418,41646.76,0.188,0.586,0.133,0.787,0.928,NO,STABLE
PROD_01497,SHOP_029,Books,5.55,6.62,52,257.0,0.18,225.49,0.634,0.983,0.575,0.096,0.784,NO,INCREASE
PROD_01498,SHOP_046,Toys,99.21,193.37,21,530.0,0.321,33885.36,0.549,0.498,0.635,0.402,0.298,NO,STABLE
PROD_01499,SHOP_049,Electronics,35.93,104.62,481,392.0,0.207,21352.7,0.812,0.489,0.125,0.543,0.761,NO,STABLE
PROD_01500,SHOP_038,Toys,244.07,416.24,281,789.0,0.356,87482.33,0.627,0.612,0.608,0.353,0.358,NO,STABLE
PROD_01501,SHOP_003,Home & Living,149.27,331.08,68,546.0,0.242,75245.34,0.343,0.36,0.26,0.801,0.856,NO,DECREASE
PROD_01502,SHOP_011,Books,150.29,282.23,314,232.0,0.194,24671.72,0.866,0.946,0.335,0.712,0.782,NO,INCREASE
PROD_01503,SHOP_043,Electronics,20.21,44.91,369,233.0,0.362,3671.75,0.797,0.606,0.374,0.814,0.512,YES,STABLE
PROD_01504,SHOP_038,Beauty,284.06,798.98,409,69.0,0.064,33255.59,0.556,0.835,0.393,0.939,0.283,NO,STABLE
PROD_01505,SHOP_021,Food & Grocery,260.69,793.02,42,110.0,0.264,43097.44,0.811,0.683,0.705,0.147,0.467,NO,STABLE
PROD_01506,SHOP_045,Toys,68.36,138.82,419,324.0,0.126,19952.58,0.932,0.377,0.173,0.772,0.626,NO,DECREASE
PROD_01507,SHOP_044,Electronics,104.75,134.72,282,663.0,0.29,14107.78,0.19,0.715,0.433,0.951,0.543,NO,STABLE
PROD_01508,SHOP_043,Home & Living,,54.34,38,267.0,,1806.86,0.319,0.47,0.3,0.06,0.278,YES,STABLE
PROD_01509,SHOP_019,Home & Living,,327.35,374,586.0,0.005,107331.53,0.48,0.766,0.427,0.971,0.39,NO,STABLE
PROD_01510,SHOP_041,Clothing,127.73,434.59,255,150.0,0.019,45154.45,0.591,0.892,0.396,0.049,0.44,NO,STABLE
PROD_01511,SHOP_042,Books,101.91,213.14,314,439.0,0.21,38575.68,0.198,0.729,0.401,0.323,0.925,YES,DECREASE
PROD_01512,SHOP_042,Beauty,9.56,17.7,172,677.0,0.449,3036.44,0.735,0.717,0.612,0.123,0.255,NO,STABLE
PROD_01513,SHOP_001,Beauty,141.4,220.81,-6,340.0,0.415,15794.65,0.16,0.474,0.776,0.729,0.825,NO,STABLE
PROD_01514,SHOP_036,Electronics,213.81,474.75,405,282.0,0.231,56586.93,0.227,0.89,,0.199,0.995,YES,STABLE
PROD_01515,SHOP_029,Toys,75.6,229.68,435,86.0,0.216,10388.69,0.404,0.478,0.53,0.771,0.765,NO,STABLE
PROD_01516,SHOP_035,Food & Grocery,77.14,104.44,169,376.0,0.231,7893.63,0.671,0.795,0.525,0.012,0.376,NO,STABLE
PROD_01517,SHOP_013,Electronics,14.63,30.95,231,58.0,0.402,566.04,0.373,0.391,0.783,0.699,0.204,YES,DECREASE
PROD_01518,SHOP_016,Sports,137.22,337.94,59,774.0,0.251,116362.6,0.788,0.583,0.449,0.667,0.886,NO,STABLE
PROD_01519,SHOP_044,Beauty,192.33,601.76,431,81.0,0.288,23612.65,0.525,0.465,0.271,0.177,0.664,NO,STABLE
PROD_01520,SHOP_022,Books,39.31,45.24,277,287.0,,1014.34,0.873,0.711,0.626,0.983,0.78,NO,STABLE
PROD_01521,SHOP_011,Books,147.68,327.74,399,597.0,0.401,64390.0,0.424,0.706,0.767,0.803,0.531,NO,STABLE
PROD_01522,SHOP_024,Beauty,90.53,262.22,214,349.0,0.208,47456.49,0.561,0.853,0.214,0.387,0.661,NO,STABLE
PROD_01523,SHOP_044,Books,117.17,371.07,379,426.0,0.005,107620.59,0.49,0.806,0.647,0.182,0.892,NO,STABLE
PROD_01524,SHOP_003,Beauty,189.31,601.33,452,451.0,0.401,111306.79,0.495,0.562,0.131,0.654,0.656,NO,STABLE
PROD_01525,SHOP_005,Beauty,202.67,273.74,484,448.0,0.342,20950.3,0.99,0.386,0.515,0.419,0.35,NO,DECREASE
PROD_01526,SHOP_013,Sports,206.9,615.39,26,146.0,0.097,53854.5,0.63,0.461,0.31,0.023,0.521,NO,DECREASE
PROD_01527,SHOP_026,Electronics,,498.66,97,349.0,0.197,87753.74,0.892,0.526,0.205,0.306,0.309,NO,STABLE
PROD_01528,SHOP_034,Books,266.31,654.02,147,544.0,0.215,165567.68,0.952,0.472,0.187,0.579,0.803,NO,STABLE
PROD_01529,SHOP_021,Electronics,78.04,171.19,389,309.0,0.437,16205.03,0.429,0.861,,0.86,0.961,NO,STABLE
PROD_01530,SHOP_011,Food & Grocery,41.09,132.97,469,492.0,0.015,44526.89,0.909,0.735,0.638,0.326,0.521,NO,INCREASE
PROD_01531,SHOP_011,Beauty,276.31,655.01,103,716.0,0.034,261930.13,0.821,0.864,0.526,0.797,0.339,NO,INCREASE
PROD_01532,SHOP_013,Sports,229.27,555.63,259,6.0,0.212,1543.03,0.117,0.355,0.131,0.527,0.45,YES,DECREASE
PROD_01533,SHOP_006,Electronics,218.33,502.02,152,375.0,0.426,61064.27,0.16,0.493,0.474,0.137,0.892,NO,STABLE
PROD_01534,SHOP_050,Electronics,33.81,52.48,348,696.0,0.257,9654.78,0.328,0.42,0.138,0.868,0.519,NO,STABLE
PROD_01535,SHOP_001,Sports,174.0,352.4,487,505.0,0.064,84326.11,0.314,0.689,0.398,0.707,0.208,YES,STABLE
PROD_01536,SHOP_005,Beauty,84.03,227.69,175,512.0,0.317,50237.33,0.659,0.622,0.172,0.044,0.285,NO,STABLE
PROD_01537,SHOP_005,Toys,173.58,218.47,434,575.0,0.07,24004.93,0.751,0.547,0.279,0.705,0.976,NO,DECREASE
PROD_01538,SHOP_038,Food & Grocery,273.3,535.02,493,646.0,0.409,99921.03,0.923,0.867,0.158,0.842,0.842,NO,STABLE
PROD_01539,SHOP_020,Beauty,210.32,296.58,405,317.0,0.412,16078.52,0.369,0.867,0.72,0.583,0.327,YES,STABLE
PROD_01540,SHOP_047,Beauty,137.61,403.93,330,444.0,0.319,80525.58,0.515,0.42,0.664,0.297,0.708,NO,STABLE
PROD_01541,SHOP_024,Home & Living,145.58,282.9,207,770.0,0.32,71900.75,0.377,0.926,0.75,0.648,0.868,NO,STABLE
PROD_01542,SHOP_009,Books,91.44,230.04,214,51.0,0.282,5075.25,0.749,0.697,0.107,0.066,0.759,NO,STABLE
PROD_01543,SHOP_009,Food & Grocery,112.96,287.56,472,33.0,0.099,5191.38,0.804,0.462,0.547,0.085,0.966,YES,STABLE
PROD_01544,SHOP_012,Beauty,246.78,513.45,466,67.0,0.116,15794.33,0.964,0.53,0.529,0.788,0.903,NO,STABLE
PROD_01545,SHOP_029,Books,241.33,370.3,294,551.0,0.287,50667.54,0.851,0.974,0.586,0.323,0.534,NO,STABLE
PROD_01546,SHOP_011,Electronics,54.02,159.76,83,759.0,0.136,69341.75,0.756,0.465,0.343,0.043,0.362,NO,INCREASE
PROD_01547,SHOP_005,Home & Living,260.08,693.26,154,149.0,0.203,51441.42,0.54,0.889,0.629,0.318,0.727,NO,STABLE
PROD_01548,SHOP_047,Food & Grocery,213.07,275.66,221,453.0,0.428,16218.07,0.83,0.487,0.528,0.622,0.445,NO,STABLE
PROD_01549,SHOP_045,Food & Grocery,107.29,252.82,285,710.0,0.1,92993.67,0.511,0.474,0.699,0.511,0.914,NO,STABLE
PROD_01550,SHOP_015,Food & Grocery,129.81,180.24,91,156.0,0.132,6828.63,0.528,0.477,,0.539,0.353,NO,STABLE
PROD_01551,SHOP_009,Sports,101.36,311.61,249,725.0,0.04,146334.0,0.952,0.527,0.744,0.054,0.67,NO,STABLE
PROD_01552,SHOP_022,Books,121.01,159.41,303,635.0,0.07,22677.12,0.832,0.899,0.199,0.233,0.841,NO,INCREASE
PROD_01553,SHOP_002,Toys,108.04,312.87,373,705.0,0.14,124188.43,0.965,0.952,0.831,0.616,0.9,YES,INCREASE
PROD_01554,SHOP_012,Sports,287.84,758.38,67,284.0,0.184,109044.82,0.116,0.849,0.19,0.411,0.876,YES,STABLE
PROD_01555,SHOP_001,Food & Grocery,262.83,302.73,223,74.0,0.141,2536.28,0.36,0.338,0.555,0.66,0.601,NO,DECREASE
PROD_01556,SHOP_002,Home & Living,274.31,641.11,381,783.0,0.267,210520.83,0.198,0.355,0.313,0.754,0.786,NO,DECREASE
PROD_01557,SHOP_035,Clothing,180.2,223.43,409,400.0,0.295,12190.86,0.447,0.47,0.492,0.408,0.607,NO,STABLE
PROD_01558,SHOP_023,Electronics,,514.02,195,342.0,0.447,61248.46,0.783,0.675,0.22,0.479,0.619,YES,STABLE
PROD_01559,SHOP_029,Books,50.53,81.05,107,360.0,0.189,8910.62,0.116,0.661,0.645,0.712,0.223,YES,DECREASE
PROD_01560,SHOP_007,Toys,194.26,381.66,145,622.0,0.247,87771.79,0.47,0.924,0.295,0.481,0.651,NO,STABLE
PROD_01561,SHOP_049,Toys,149.97,208.05,217,311.0,0.159,15190.88,0.141,0.768,0.697,0.821,0.366,YES,STABLE
PROD_01562,SHOP_002,Food & Grocery,217.33,318.73,270,354.0,0.193,28967.75,0.783,0.45,0.678,0.704,0.586,YES,STABLE
PROD_01563,SHOP_007,Home & Living,114.5,279.0,344,157.0,0.006,25671.54,0.193,0.484,0.143,0.954,0.964,NO,STABLE
