offer_id,base_price,offered_price,quantity,buyer_rating,buyer_account_age_months,is_return_customer,message_length,has_exchange_proposal,has_image_attachment,product_category,provider_decision
OFFER_01145,710.53,392.52,5,2.1,24,0,340,0,0,Toys,REJECT
OFFER_01146,1069.69,596.43,4,3.0,30,0,473,0,0,Home & Garden,REJECT
OFFER_01147,16.64,16.32,4,3.6,44,0,196,0,0,Books,ACCEPT
OFFER_01148,1276.47,1063.57,2,3.4,33,0,306,0,0,Electronics,ACCEPT
OFFER_01149,507.38,405.15,4,3.7,24,1,307,0,0,Food & Grocery,ACCEPT
OFFER_01150,394.13,409.6,4,2.5,16,1,479,0,0,Home & Garden,ACCEPT
OFFER_01151,1789.95,975.35,4,2.8,44,0,123,0,0,Food & Grocery,REJECT
OFFER_01152,1609.34,1587.63,2,2.0,47,0,3,0,0,Books,REJECT
OFFER_01153,1991.11,1998.12,1,4.1,17,0,275,0,0,Food & Grocery,ACCEPT
OFFER_01154,882.66,864.5,1,2.2,26,0,371,0,0,Food & Grocery,ACCEPT
OFFER_01155,885.69,842.47,1,1.6,17,0,296,0,1,Home & Garden,ACCEPT
OFFER_01156,1316.51,657.42,2,4.2,14,0,168,0,1,Automotive,REJECT
OFFER_01157,1516.39,970.05,4,2.3,29,0,290,0,1,Home & Garden,REJECT
OFFER_01158,583.98,323.94,3,3.3,46,0,483,0,0,Beauty,REJECT
OFFER_01159,885.33,536.88,2,1.6,19,0,131,0,1,Sports,REJECT
OFFER_01160,305.24,124.67,3,3.9,48,0,264,0,0,Home & Garden,REJECT
OFFER_01161,1291.26,1047.21,5,2.3,24,0,474,0,0,Food & Grocery,ACCEPT
OFFER_01162,973.16,648.04,1,2.4,20,0,76,0,0,Clothing,REJECT
OFFER_01163,719.44,519.09,1,4.4,34,0,379,0,0,Books,REJECT
OFFER_01164,1904.54,1438.29,3,3.2,35,0,275,0,0,Electronics,ACCEPT
OFFER_01165,1050.67,600.23,2,3.8,42,0,116,0,0,Electronics,REJECT
OFFER_01166,538.87,320.21,2,3.9,5,0,67,0,1,Sports,REJECT
OFFER_01167,1525.74,1120.04,1,3.1,4,0,324,1,0,Automotive,ACCEPT
OFFER_01168,402.82,314.06,2,3.4,20,0,297,0,0,Automotive,REJECT
OFFER_01169,397.65,383.35,5,4.0,1,0,208,0,0,Home & Garden,ACCEPT
OFFER_01170,971.73,581.71,3,2.1,35,0,140,0,0,Automotive,REJECT
OFFER_01171,1515.66,799.55,1,2.3,33,0,83,0,0,Beauty,REJECT
OFFER_01172,1725.44,1103.77,5,4.3,13,0,390,0,0,Beauty,REJECT
OFFER_01173,1065.5,502.96,3,4.7,14,0,79,0,0,Books,REJECT
OFFER_01174,1706.19,1411.17,2,2.3,34,0,334,0,0,Beauty,ACCEPT
OFFER_01175,533.08,561.88,3,2.5,20,0,181,0,0,Beauty,ACCEPT
OFFER_01176,793.15,548.85,4,1.2,27,0,412,0,0,Beauty,ACCEPT
OFFER_01177,1411.63,770.79,3,2.2,24,1,218,0,0,Food & Grocery,REJECT
OFFER_01178,1596.97,1329.14,4,4.4,7,1,82,0,0,Health,ACCEPT
OFFER_01179,1942.56,839.57,4,3.8,46,0,143,0,0,Electronics,REJECT
OFFER_01180,1282.86,761.03,3,2.8,19,1,68,0,1,Books,REJECT
OFFER_01181,1749.16,1421.83,5,1.8,6,0,167,0,0,Beauty,ACCEPT
OFFER_01182,1636.45,1444.49,2,4.1,5,0,358,0,0,Toys,REJECT
OFFER_01183,897.22,914.46,2,2.3,15,0,170,0,0,Beauty,ACCEPT
OFFER_01184,1497.82,623.39,1,3.6,28,0,249,0,0,Electronics,REJECT
OFFER_01185,1029.4,423.43,4,5.0,33,0,167,0,0,Health,REJECT
OFFER_01186,143.55,65.01,1,4.9,8,0,408,0,0,Health,REJECT
OFFER_01187,1223.96,1340.32,1,4.1,28,0,238,0,0,Home & Garden,ACCEPT
OFFER_01188,155.32,132.56,3,2.8,45,0,485,0,1,Health,ACCEPT
OFFER_01189,1251.14,841.97,1,1.9,28,1,438,0,0,Toys,REJECT
OFFER_01190,1310.69,708.08,5,4.7,46,0,78,0,1,Beauty,ACCEPT
OFFER_01191,62.19,51.08,1,4.1,35,0,35,0,0,Sports,ACCEPT
OFFER_01192,411.39,211.58,3,1.9,14,0,13,0,0,Automotive,REJECT
OFFER_01193,1896.55,792.37,2,2.5,29,0,101,0,0,Clothing,ACCEPT
OFFER_01194,358.44,372.53,5,1.5,14,1,250,0,0,Toys,ACCEPT
OFFER_01195,428.55,198.66,5,2.4,17,0,483,0,1,Books,REJECT
OFFER_01196,1716.41,1112.71,3,4.3,28,0,333,0,0,Clothing,REJECT
OFFER_01197,1622.24,1643.59,1,4.8,18,0,459,0,1,Sports,ACCEPT
OFFER_01198,28.46,21.72,2,3.8,3,1,410,0,0,Beauty,ACCEPT
OFFER_01199,835.6,426.35,2,1.7,34,0,379,0,0,Toys,REJECT
OFFER_01200,227.69,116.96,4,1.8,26,0,465,0,0,Electronics,REJECT
OFFER_01201,669.85,684.7,1,3.9,10,0,23,0,0,Food & Grocery,ACCEPT
OFFER_01202,209.23,134.76,2,1.4,5,1,243,0,0,Food & Grocery,REJECT
OFFER_01203,1715.26,1657.97,1,2.2,31,0,131,0,0,Toys,REJECT
OFFER_01204,1340.18,626.51,4,4.0,37,1,112,0,0,Home & Garden,ACCEPT
OFFER_01205,173.56,80.94,4,2.1,40,1,115,0,0,Beauty,REJECT
OFFER_01206,1948.17,1690.72,5,3.1,18,0,67,0,0,Home & Garden,ACCEPT
OFFER_01207,1869.9,792.76,4,3.5,13,0,7,0,1,Sports,REJECT
OFFER_01208,651.84,521.77,4,4.4,13,0,418,0,0,Sports,ACCEPT
OFFER_01209,532.98,377.3,3,3.6,33,0,172,0,0,Toys,REJECT
OFFER_01210,979.84,768.42,1,3.7,22,0,134,1,0,Electronics,REJECT
OFFER_01211,261.19,146.0,4,4.3,8,0,151,0,0,Automotive,REJECT
OFFER_01212,1968.78,901.85,5,1.7,33,1,430,0,0,Sports,REJECT
OFFER_01213,714.33,586.22,2,3.3,34,0,409,0,0,Food & Grocery,ACCEPT
OFFER_01214,325.91,285.59,5,1.9,46,1,482,0,0,Sports,ACCEPT
OFFER_01215,1918.52,2041.75,3,2.6,34,0,457,0,0,Beauty,ACCEPT
OFFER_01216,510.15,402.52,3,1.8,47,0,491,1,0,Home & Garden,ACCEPT
OFFER_01217,1646.66,1539.98,2,2.6,11,0,200,0,0,Toys,ACCEPT
OFFER_01218,1927.08,1143.44,4,1.5,48,0,344,0,0,Beauty,REJECT
OFFER_01219,31.43,15.15,3,3.1,41,0,118,0,0,Clothing,REJECT
OFFER_01220,1223.97,621.25,3,4.5,3,0,456,0,0,Books,REJECT
OFFER_01221,1753.72,1550.3,4,4.0,15,0,45,0,0,Health,REJECT
OFFER_01222,490.17,487.71,4,4.3,28,0,326,0,0,Beauty,ACCEPT
OFFER_01223,1284.13,809.23,3,4.9,6,1,365,0,0,Automotive,ACCEPT
OFFER_01224,873.2,511.72,4,3.2,37,0,265,0,0,Electronics,REJECT
OFFER_01225,1184.78,1132.08,1,3.3,8,0,122,0,0,Health,ACCEPT
OFFER_01226,793.55,730.87,3,3.6,29,0,293,0,1,Books,ACCEPT
OFFER_01227,1259.96,1189.83,1,1.9,12,1,484,0,0,Books,ACCEPT
OFFER_01228,1460.82,1452.93,3,2.4,44,0,498,0,0,Electronics,ACCEPT
OFFER_01229,1401.22,1183.14,2,1.8,36,0,379,0,0,Home & Garden,REJECT
OFFER_01230,1714.73,1086.51,5,3.2,15,0,156,0,0,Books,REJECT
OFFER_01231,999.41,530.02,4,1.8,46,0,172,0,0,Home & Garden,REJECT
OFFER_01232,652.29,311.82,5,2.2,33,0,286,0,0,Home & Garden,REJECT
OFFER_01233,1394.32,751.59,1,3.8,43,0,134,0,0,Toys,REJECT
OFFER_01234,1843.3,871.03,3,3.5,6,0,115,0,1,Food & Grocery,REJECT
OFFER_01235,1985.43,830.81,2,4.3,15,0,115,0,0,Home & Garden,ACCEPT
OFFER_01236,494.92,205.17,5,2.9,29,0,282,0,0,Home & Garden,REJECT
OFFER_01237,1165.98,978.35,4,4.0,46,0,186,0,0,Toys,ACCEPT
OFFER_01238,1851.76,1044.94,5,2.4,45,1,440,0,0,Food & Grocery,REJECT
OFFER_01239,202.28,210.82,5,3.8,35,0,413,0,0,Toys,ACCEPT
OFFER_01240,1293.48,1019.07,2,2.9,37,0,235,0,0,Books,ACCEPT
OFFER_01241,1991.62,827.48,4,3.2,4,0,244,0,1,Toys,ACCEPT
OFFER_01242,1440.55,1150.75,1,3.9,32,0,391,0,0,Sports,REJECT
OFFER_01243,626.55,556.4,3,2.3,37,0,260,0,1,Food & Grocery,REJECT
OFFER_01244,1177.88,1182.49,5,1.2,23,0,396,0,0,Food & Grocery,ACCEPT
OFFER_01245,330.8,177.39,5,4.1,12,0,15,0,0,Clothing,REJECT
OFFER_01246,197.38,134.71,4,4.2,25,0,70,0,0,Beauty,REJECT
OFFER_01247,1417.45,1439.2,4,1.4,17,0,116,0,0,Clothing,ACCEPT
OFFER_01248,1506.11,1154.75,1,4.5,4,0,30,0,1,Electronics,REJECT
OFFER_01249,1062.95,428.65,4,2.2,37,0,439,1,0,Health,REJECT
OFFER_01250,1075.08,1164.36,1,4.5,10,0,293,0,0,Home & Garden,ACCEPT
OFFER_01251,1630.58,1160.28,5,1.2,35,0,406,0,0,Beauty,REJECT
OFFER_01252,224.47,197.11,5,3.1,7,0,308,0,0,Toys,REJECT
OFFER_01253,1857.93,1455.85,4,4.1,8,0,33,0,0,Sports,REJECT
OFFER_01254,986.63,943.06,1,2.4,31,0,465,0,0,Health,ACCEPT
OFFER_01255,1044.49,902.92,3,4.6,37,0,272,0,0,Sports,ACCEPT
OFFER_01256,279.6,261.28,3,4.8,28,0,193,1,1,Clothing,ACCEPT
OFFER_01257,973.37,654.27,4,5.0,19,0,357,1,0,Sports,REJECT
OFFER_01258,621.17,503.91,5,3.2,42,0,24,0,1,Beauty,ACCEPT
OFFER_01259,710.01,551.28,4,4.0,34,0,260,0,0,Sports,ACCEPT
OFFER_01260,1900.43,1947.27,3,1.3,14,0,292,0,1,Books,ACCEPT
OFFER_01261,1381.89,1446.86,1,4.6,43,0,425,0,0,Books,ACCEPT
OFFER_01262,749.85,739.69,1,1.6,39,0,342,0,0,Health,ACCEPT
OFFER_01263,1805.15,1113.45,3,2.6,1,0,211,0,0,Sports,REJECT
OFFER_01264,981.55,804.96,4,1.2,29,1,353,0,0,Clothing,ACCEPT
OFFER_01265,1584.47,707.55,5,2.3,48,0,348,0,0,Beauty,REJECT
OFFER_01266,576.56,460.72,1,4.0,26,0,452,0,1,Automotive,ACCEPT
OFFER_01267,1041.27,442.53,4,1.4,15,1,198,0,0,Clothing,REJECT
OFFER_01268,1234.49,872.38,2,2.8,3,0,257,0,0,Sports,REJECT
OFFER_01269,97.08,39.8,2,2.4,17,0,179,0,0,Electronics,REJECT
OFFER_01270,314.66,190.14,1,1.9,41,1,336,0,1,Automotive,ACCEPT
OFFER_01271,499.09,384.29,5,1.6,36,0,29,0,1,Food & Grocery,REJECT
OFFER_01272,1240.99,644.0,3,2.5,10,0,350,0,0,Health,ACCEPT
OFFER_01273,781.18,622.5,2,4.0,3,0,37,1,0,Automotive,REJECT
OFFER_01274,1293.13,772.94,5,2.5,48,0,251,0,0,Automotive,REJECT
OFFER_01275,1798.17,1291.01,3,1.9,19,0,89,0,0,Beauty,REJECT
OFFER_01276,742.48,307.87,3,1.6,30,0,450,0,0,Books,REJECT
OFFER_01277,1256.73,685.76,4,2.7,27,0,231,0,0,Toys,REJECT
OFFER_01278,1334.09,657.95,5,1.8,14,0,291,0,0,Health,REJECT
OFFER_01279,932.12,935.58,4,2.5,20,0,72,0,0,Automotive,ACCEPT
OFFER_01280,1667.45,1571.08,5,2.6,13,0,282,0,0,Food & Grocery,ACCEPT
OFFER_01281,1886.97,786.27,2,2.5,43,1,381,0,0,Books,REJECT
OFFER_01282,1603.67,810.62,3,2.9,48,1,476,0,0,Health,REJECT
OFFER_01283,1259.89,535.09,1,4.1,6,1,471,0,1,Clothing,REJECT
OFFER_01284,1804.59,978.28,2,4.8,20,0,185,0,0,Automotive,REJECT
OFFER_01285,1410.17,850.08,1,4.2,11,0,77,0,1,Health,REJECT
OFFER_01286,1127.71,947.36,3,3.8,16,0,339,0,0,Clothing,ACCEPT
OFFER_01287,279.84,186.56,4,2.9,2,0,418,0,0,Health,ACCEPT
OFFER_01288,1789.04,1930.75,5,2.4,22,0,453,0,0,Health,ACCEPT
OFFER_01289,793.3,400.33,2,4.8,21,0,405,0,1,Health,REJECT
OFFER_01290,994.55,830.75,5,2.7,11,0,129,0,0,Food & Grocery,REJECT
OFFER_01291,56.65,35.29,2,1.2,16,0,134,0,0,Electronics,REJECT
OFFER_01292,1990.24,1710.98,1,2.3,3,1,500,0,1,Health,ACCEPT
OFFER_01293,767.54,793.0,4,2.6,45,0,356,0,0,Food & Grocery,ACCEPT
OFFER_01294,1570.4,1075.78,3,1.5,23,0,282,0,0,Clothing,REJECT
OFFER_01295,1838.36,844.46,3,4.4,8,1,65,0,1,Clothing,ACCEPT
OFFER_01296,139.27,111.46,2,4.1,5,1,6,0,0,Health,ACCEPT
OFFER_01297,1169.68,1258.52,4,3.5,22,0,54,0,1,Home & Garden,ACCEPT
OFFER_01298,1494.67,682.78,1,3.9,6,1,405,0,0,Clothing,REJECT
OFFER_01299,1254.65,671.05,2,3.8,32,0,95,0,0,Health,REJECT
OFFER_01300,131.92,69.84,1,1.3,13,0,449,0,0,Clothing,REJECT
OFFER_01301,160.8,85.37,3,4.0,15,1,325,0,0,Books,REJECT
OFFER_01302,577.95,403.74,3,3.9,34,1,455,0,0,Home & Garden,ACCEPT
OFFER_01303,134.94,86.49,1,3.5,28,1,391,0,0,Clothing,ACCEPT
OFFER_01304,1545.06,1607.07,5,3.7,5,0,372,0,0,Automotive,ACCEPT
OFFER_01305,607.49,450.98,5,5.0,13,0,87,1,0,Automotive,REJECT
OFFER_01306,655.49,627.55,4,2.9,30,0,72,0,0,Electronics,ACCEPT
OFFER_01307,1578.65,1052.99,2,2.6,1,0,418,0,0,Health,REJECT
OFFER_01308,441.82,181.8,4,1.6,22,1,254,0,0,Food & Grocery,REJECT
OFFER_01309,387.99,320.01,4,2.7,11,0,340,1,0,Clothing,REJECT
OFFER_01310,1414.99,1168.04,2,1.9,32,0,213,0,0,Home & Garden,ACCEPT
OFFER_01311,628.12,523.18,5,1.5,9,0,174,0,0,Home & Garden,ACCEPT
OFFER_01312,1941.16,862.24,4,2.5,16,0,167,0,0,Toys,REJECT
OFFER_01313,1804.66,1323.41,3,3.2,37,0,357,0,1,Toys,REJECT
OFFER_01314,1148.83,1192.45,5,3.4,16,0,240,0,0,Clothing,ACCEPT
OFFER_01315,305.23,190.82,5,3.0,39,0,484,0,0,Automotive,REJECT
OFFER_01316,394.43,370.35,2,2.5,4,0,114,0,0,Health,ACCEPT
OFFER_01317,300.78,177.74,3,2.9,21,0,274,0,0,Sports,REJECT
OFFER_01318,1199.2,580.72,1,3.9,13,0,258,0,0,Books,REJECT
OFFER_01319,1706.88,1039.02,2,1.6,2,1,329,0,1,Automotive,REJECT
OFFER_01320,1986.03,1415.4,4,3.2,39,0,160,0,0,Beauty,ACCEPT
OFFER_01321,1217.02,729.4,5,1.5,2,1,444,0,0,Home & Garden,REJECT
OFFER_01322,1443.8,1133.51,4,3.6,26,1,313,0,1,Beauty,ACCEPT
OFFER_01323,1515.42,647.94,5,1.2,46,0,254,1,1,Home & Garden,REJECT
OFFER_01324,335.13,301.52,1,4.0,23,0,211,0,1,Books,ACCEPT
OFFER_01325,1054.11,895.23,4,3.8,36,0,416,0,0,Beauty,ACCEPT
OFFER_01326,122.46,107.58,1,1.2,45,0,21,1,0,Home & Garden,REJECT
OFFER_01327,283.97,177.09,4,4.0,43,0,261,0,0,Books,REJECT
OFFER_01328,89.86,73.04,2,1.9,32,1,359,1,0,Food & Grocery,REJECT
OFFER_01329,336.72,184.84,5,1.0,41,0,144,0,0,Books,REJECT
OFFER_01330,411.16,339.34,3,1.8,17,0,333,0,1,Health,REJECT
OFFER_01331,1346.97,1264.82,2,1.7,3,0,54,0,0,Sports,REJECT
OFFER_01332,1474.05,897.74,2,4.5,20,0,27,0,0,Beauty,ACCEPT
OFFER_01333,57.39,23.45,2,4.4,14,0,368,0,0,Books,REJECT
OFFER_01334,338.86,252.17,5,3.4,43,0,127,1,1,Electronics,REJECT
OFFER_01335,1242.36,1242.38,3,4.7,20,0,373,0,0,Electronics,ACCEPT
OFFER_01336,1295.09,1398.25,3,1.3,27,0,152,0,0,Beauty,ACCEPT
OFFER_01337,919.29,967.62,2,1.5,41,0,349,0,0,Automotive,ACCEPT
OFFER_01338,234.05,212.37,4,4.5,38,0,139,0,0,Automotive,ACCEPT
OFFER_01339,1386.69,763.83,4,3.7,2,1,221,0,0,Electronics,REJECT
OFFER_01340,97.63,43.36,3,3.8,47,0,410,0,0,Sports,REJECT
OFFER_01341,901.5,361.83,1,4.5,28,0,359,0,0,Electronics,REJECT
OFFER_01342,185.95,122.19,4,3.2,24,0,190,0,0,Toys,REJECT
OFFER_01343,700.11,365.3,4,2.5,23,0,75,0,0,Automotive,REJECT
OFFER_01344,821.57,881.52,1,3.4,9,0,183,0,0,Food & Grocery,ACCEPT
OFFER_01345,336.91,144.85,5,4.7,41,1,174,0,0,Home & Garden,REJECT
OFFER_01346,1151.65,1248.46,2,4.3,26,1,214,0,0,Food & Grocery,ACCEPT
OFFER_01347,216.59,87.25,5,3.7,11,0,350,0,0,Clothing,REJECT
OFFER_01348,1674.57,1107.44,4,3.1,26,0,179,0,0,Clothing,REJECT
OFFER_01349,1291.37,657.3,2,3.9,33,0,253,0,1,Beauty,REJECT
OFFER_01350,818.18,799.9,5,3.6,13,1,15,0,0,Clothing,ACCEPT
OFFER_01351,910.67,440.1,3,3.6,1,0,153,0,0,Beauty,REJECT
OFFER_01352,1183.48,869.75,5,3.4,44,0,16,0,0,Beauty,REJECT
OFFER_01353,1723.74,1152.54,5,4.1,28,0,317,0,0,Automotive,REJECT
OFFER_01354,766.13,822.78,1,2.9,35,1,125,0,0,Clothing,ACCEPT
OFFER_01355,1500.61,853.79,4,1.1,20,0,360,0,0,Books,REJECT
OFFER_01356,1370.81,1117.76,1,4.7,29,1,92,0,0,Books,ACCEPT
OFFER_01357,1075.97,975.94,3,3.3,45,0,89,0,0,Home & Garden,ACCEPT
OFFER_01358,1206.23,842.81,2,4.9,5,1,248,0,0,Home & Garden,REJECT
OFFER_01359,97.31,51.37,3,4.5,38,0,117,0,0,Clothing,ACCEPT
OFFER_01360,287.02,263.56,5,3.3,29,0,406,0,1,Food & Grocery,ACCEPT
OFFER_01361,742.89,579.78,4,2.9,18,0,359,0,1,Beauty,REJECT
OFFER_01362,1332.76,975.9,5,4.7,9,1,82,1,0,Sports,ACCEPT
OFFER_01363,1993.08,1318.07,3,2.9,43,1,211,0,1,Sports,ACCEPT
OFFER_01364,275.1,245.12,1,2.5,33,0,57,0,0,Food & Grocery,ACCEPT
OFFER_01365,1761.97,873.84,2,4.4,14,1,243,0,0,Home & Garden,REJECT
OFFER_01366,1270.46,989.67,1,1.6,9,0,74,0,1,Food & Grocery,REJECT
OFFER_01367,154.45,79.59,4,4.4,24,0,423,0,1,Books,ACCEPT
OFFER_01368,647.77,438.05,2,3.7,24,0,310,0,0,Home & Garden,REJECT
OFFER_01369,1899.28,1437.15,4,3.6,41,1,306,0,0,Clothing,ACCEPT
OFFER_01370,71.52,31.93,1,3.8,10,0,20,0,0,Automotive,REJECT
OFFER_01371,1973.49,1261.13,5,3.4,20,0,240,0,0,Health,REJECT
OFFER_01372,1847.67,1521.82,5,1.5,22,1,250,0,0,Health,ACCEPT
OFFER_01373,510.67,300.15,3,4.5,39,0,160,0,0,Sports,REJECT
OFFER_01374,703.54,432.29,3,3.1,27,0,306,0,0,Health,REJECT
OFFER_01375,287.16,269.62,3,1.8,44,0,277,0,0,Automotive,ACCEPT
OFFER_01376,355.1,322.15,3,3.6,14,0,324,0,0,Automotive,ACCEPT
OFFER_01377,789.34,711.93,5,2.8,22,1,310,1,1,Books,ACCEPT
OFFER_01378,1967.9,791.66,2,4.2,17,0,232,0,0,Beauty,REJECT
OFFER_01379,846.78,496.21,4,3.5,32,0,243,0,0,Home & Garden,REJECT
OFFER_01380,729.06,700.56,1,1.2,5,0,280,0,1,Clothing,REJECT
OFFER_01381,1376.58,748.07,5,1.2,8,0,319,0,0,Sports,REJECT
OFFER_01382,1240.44,991.65,3,4.7,23,0,77,1,0,Sports,ACCEPT
OFFER_01383,1933.14,1291.9,5,3.5,11,1,379,0,0,Automotive,ACCEPT
OFFER_01384,499.92,342.19,2,2.8,11,0,469,0,1,Sports,REJECT
OFFER_01385,876.03,878.33,4,2.8,15,1,41,0,0,Home & Garden,ACCEPT
OFFER_01386,775.11,643.76,4,1.1,18,0,344,0,0,Food & Grocery,ACCEPT
OFFER_01387,51.22,38.69,4,4.4,39,0,73,0,0,Books,ACCEPT
OFFER_01388,813.97,449.76,3,2.6,16,0,460,0,0,Automotive,REJECT
OFFER_01389,1376.12,1093.07,1,2.8,2,0,176,0,1,Books,REJECT
OFFER_01390,1819.28,841.64,3,2.4,18,0,133,0,0,Health,REJECT
OFFER_01391,1202.22,1162.67,1,4.9,24,1,117,1,0,Clothing,ACCEPT
OFFER_01392,1110.12,638.62,5,4.7,29,1,72,0,0,Home & Garden,ACCEPT
OFFER_01393,630.08,481.61,2,4.5,40,1,335,0,0,Home & Garden,ACCEPT
OFFER_01394,945.79,658.54,2,1.9,13,0,39,1,1,Home & Garden,REJECT
OFFER_01395,1560.33,1228.61,3,3.9,10,0,95,0,1,Home & Garden,REJECT
OFFER_01396,1031.36,427.5,5,4.6,26,1,24,0,0,Sports,REJECT
OFFER_01397,1670.22,1339.02,3,2.8,30,1,56,0,0,Health,ACCEPT
OFFER_01398,143.48,95.3,1,2.1,34,0,346,0,0,Books,REJECT
OFFER_01399,938.57,800.74,5,2.4,39,0,428,0,0,Food & Grocery,REJECT
OFFER_01400,342.12,342.31,2,4.2,14,1,188,0,1,Books,ACCEPT
OFFER_01401,606.04,252.54,4,1.8,2,0,396,0,1,Health,REJECT
OFFER_01402,1500.96,1282.35,3,2.6,10,1,116,0,0,Books,ACCEPT
OFFER_01403,935.76,952.29,4,1.5,4,0,74,0,0,Beauty,ACCEPT
OFFER_01404,707.6,733.48,4,1.3,19,0,262,0,1,Automotive,ACCEPT
OFFER_01405,669.59,413.3,5,1.7,7,1,364,0,1,Food & Grocery,ACCEPT
OFFER_01406,1046.97,436.48,4,2.3,40,0,318,0,0,Food & Grocery,REJECT
OFFER_01407,1768.23,1646.12,4,4.1,3,0,280,0,0,Clothing,REJECT
OFFER_01408,315.13,307.98,3,3.6,29,0,325,0,1,Sports,ACCEPT
OFFER_01409,773.94,523.25,1,1.2,1,0,99,0,0,Home & Garden,REJECT
OFFER_01410,1140.69,1247.11,2,1.0,5,1,19,0,0,Clothing,ACCEPT
OFFER_01411,1831.12,944.72,4,1.5,43,0,460,0,0,Toys,REJECT
OFFER_01412,1911.78,1110.09,5,3.2,48,0,340,0,0,Health,REJECT
OFFER_01413,565.14,460.98,2,1.9,2,0,139,0,0,Automotive,REJECT
OFFER_01414,1982.71,864.26,5,2.2,17,1,75,0,0,Sports,REJECT
OFFER_01415,504.99,521.97,1,3.8,33,0,380,0,0,Beauty,ACCEPT
OFFER_01416,333.27,245.56,1,4.1,4,0,417,0,0,Electronics,ACCEPT
OFFER_01417,747.06,459.89,4,4.5,32,0,202,0,0,Sports,ACCEPT
OFFER_01418,1225.04,631.42,2,3.4,38,0,42,0,1,Electronics,REJECT
OFFER_01419,862.8,886.62,2,5.0,1,0,16,0,0,Toys,ACCEPT
OFFER_01420,1836.99,1634.9,5,1.4,11,0,169,1,0,Clothing,REJECT
OFFER_01421,1232.58,1201.77,2,4.2,26,0,251,0,0,Health,ACCEPT
OFFER_01422,152.65,126.53,2,1.3,39,0,80,0,0,Clothing,ACCEPT
OFFER_01423,455.35,272.57,4,4.4,43,1,242,0,0,Food & Grocery,REJECT
OFFER_01424,1310.44,1271.45,4,4.2,16,0,433,0,0,Sports,ACCEPT
OFFER_01425,1409.44,600.08,1,3.4,8,1,229,0,0,Beauty,REJECT
OFFER_01426,1378.57,1110.42,4,2.7,8,0,342,0,0,Health,ACCEPT
OFFER_01427,1421.13,1459.38,1,2.5,26,1,33,1,0,Beauty,ACCEPT
OFFER_01428,1626.91,1178.62,4,4.1,21,0,417,0,0,Books,REJECT
OFFER_01429,1916.55,1774.84,2,1.0,11,0,212,1,0,Toys,ACCEPT
OFFER_01430,1769.6,1005.16,5,3.0,18,0,369,0,1,Electronics,REJECT
OFFER_01431,1425.62,1368.8,3,2.3,7,0,422,0,0,Home & Garden,ACCEPT
OFFER_01432,1320.74,1209.25,5,2.1,26,0,302,0,0,Books,ACCEPT
OFFER_01433,1465.23,626.53,5,3.2,35,0,233,1,0,Books,REJECT
OFFER_01434,1930.52,857.07,4,4.7,39,0,472,0,0,Automotive,REJECT
OFFER_01435,1784.11,1777.89,2,3.7,38,0,135,1,0,Sports,REJECT
OFFER_01436,904.01,612.82,4,1.2,5,0,140,0,0,Books,ACCEPT
OFFER_01437,1738.41,1587.04,3,4.1,43,1,297,0,0,Beauty,ACCEPT
OFFER_01438,1711.92,1793.99,4,3.2,22,1,335,0,0,Clothing,ACCEPT
OFFER_01439,498.74,367.03,1,1.5,48,0,86,0,0,Books,ACCEPT
OFFER_01440,858.63,781.71,3,1.4,19,0,277,0,0,Clothing,REJECT
OFFER_01441,1747.71,1742.68,1,4.8,5,0,406,0,0,Home & Garden,ACCEPT
OFFER_01442,908.07,440.42,5,2.9,8,0,314,0,1,Clothing,REJECT
OFFER_01443,781.88,416.36,3,3.9,40,0,406,0,0,Home & Garden,REJECT
OFFER_01444,329.08,319.42,5,1.8,41,0,174,0,0,Books,ACCEPT
OFFER_01445,1029.72,997.04,2,1.7,40,0,396,0,0,Sports,REJECT
OFFER_01446,1868.25,1768.37,5,4.1,25,0,188,0,1,Automotive,ACCEPT
OFFER_01447,1146.17,472.2,3,3.6,27,0,3,0,0,Clothing,REJECT
OFFER_01448,200.99,153.63,1,3.4,31,0,282,0,0,Health,REJECT
OFFER_01449,1574.43,1333.0,2,2.2,28,0,439,0,0,Home & Garden,REJECT
OFFER_01450,1633.23,1795.73,3,2.4,27,0,499,0,1,Beauty,ACCEPT
OFFER_01451,819.67,342.87,3,2.3,46,1,70,0,0,Clothing,REJECT
OFFER_01452,199.36,116.61,3,2.3,8,1,108,0,1,Electronics,REJECT
OFFER_01453,1684.52,1322.59,5,4.7,6,0,281,0,0,Food & Grocery,ACCEPT
OFFER_01454,1109.21,674.71,4,4.0,3,0,449,0,0,Beauty,REJECT
OFFER_01455,282.41,131.61,5,1.0,31,1,414,0,0,Beauty,REJECT
OFFER_01456,1879.92,1929.77,2,1.3,11,1,470,0,0,Electronics,ACCEPT
OFFER_01457,1460.21,713.55,5,2.0,27,1,267,0,0,Sports,REJECT
OFFER_01458,483.44,338.8,5,3.7,13,0,149,0,0,Health,ACCEPT
OFFER_01459,1160.88,683.24,5,4.4,8,0,130,0,0,Clothing,REJECT
OFFER_01460,390.42,225.29,2,3.3,42,0,495,0,1,Electronics,REJECT
OFFER_01461,507.49,219.54,1,3.7,9,0,141,0,0,Sports,REJECT
OFFER_01462,1661.64,680.66,1,2.4,29,1,370,0,1,Toys,REJECT
OFFER_01463,828.14,713.58,3,2.8,13,0,74,0,0,Sports,ACCEPT
