request_id,ride_distance_km,pickup_distance_km,fare_offered,requested_seats,available_seats,passenger_rating,time_of_day,is_weekend,has_luggage,has_pets,passenger_gender,driver_gender,driver_decision
REQ_01125,246.0,6.7,150.0,3,4,4.6,afternoon,0,0,0,MALE,MALE,ACCEPT
REQ_01126,83.4,8.7,61.19,3,4,2.4,night,1,1,0,FEMALE,OTHER,ACCEPT
REQ_01127,143.6,2.9,150.0,4,4,3.5,afternoon,0,1,0,OTHER,OTHER,ACCEPT
REQ_01128,46.1,10.2,22.64,2,4,1.4,afternoon,0,1,0,MALE,FEMALE,ACCEPT
REQ_01129,177.4,10.2,150.0,4,4,1.6,afternoon,1,0,0,FEMALE,FEMALE,REJECT
REQ_01130,47.6,6.6,49.92,3,4,2.3,afternoon,0,0,0,OTHER,FEMALE,ACCEPT
REQ_01131,78.2,4.7,34.09,1,4,2.1,night,1,0,0,FEMALE,FEMALE,REJECT
REQ_01132,67.6,5.8,19.86,1,4,3.3,afternoon,0,1,0,MALE,FEMALE,ACCEPT
REQ_01133,59.9,10.9,14.24,1,4,1.6,night,1,1,0,FEMALE,FEMALE,REJECT
REQ_01134,12.5,9.8,4.64,1,4,3.5,night,0,0,0,MALE,MALE,REJECT
REQ_01135,14.1,5.6,15.15,3,4,2.2,afternoon,0,1,0,MALE,FEMALE,ACCEPT
REQ_01136,83.9,7.0,38.28,2,4,4.2,evening,0,0,0,MALE,MALE,ACCEPT
REQ_01137,299.5,3.4,134.61,2,4,3.1,morning,0,0,0,MALE,MALE,REJECT
REQ_01138,148.5,9.3,71.83,1,4,4.4,morning,0,1,0,MALE,MALE,ACCEPT
REQ_01139,54.2,5.6,18.12,1,4,1.0,afternoon,1,0,1,FEMALE,MALE,REJECT
REQ_01140,132.2,6.7,150.0,4,4,3.9,night,0,0,0,OTHER,OTHER,ACCEPT
REQ_01141,14.1,2.3,28.86,4,4,1.5,afternoon,0,1,0,FEMALE,FEMALE,ACCEPT
REQ_01142,123.4,4.0,110.98,2,4,4.2,morning,1,0,0,FEMALE,OTHER,ACCEPT
REQ_01143,124.6,2.0,78.83,2,4,2.9,night,1,0,0,FEMALE,MALE,ACCEPT
REQ_01144,185.4,11.1,148.83,3,4,1.3,evening,1,0,0,OTHER,FEMALE,ACCEPT
REQ_01145,99.1,11.2,82.6,4,4,5.0,morning,0,1,0,MALE,MALE,ACCEPT
REQ_01146,45.3,6.3,40.39,3,4,2.3,morning,0,1,0,FEMALE,OTHER,ACCEPT
REQ_01147,131.6,5.4,93.13,4,4,3.3,night,0,1,0,OTHER,OTHER,REJECT
REQ_01148,60.6,8.7,30.32,3,4,2.6,afternoon,1,0,0,FEMALE,FEMALE,ACCEPT
REQ_01149,57.1,7.0,49.19,4,4,5.0,afternoon,0,0,0,MALE,MALE,ACCEPT
REQ_01150,168.8,1.1,150.0,4,4,3.5,afternoon,0,0,1,FEMALE,FEMALE,ACCEPT
REQ_01151,134.0,6.7,150.0,3,4,3.7,evening,0,0,0,OTHER,OTHER,ACCEPT
REQ_01152,17.8,0.6,27.53,4,4,1.2,evening,0,0,0,OTHER,FEMALE,ACCEPT
REQ_01153,109.5,2.0,64.65,2,4,3.2,afternoon,0,1,0,MALE,OTHER,REJECT
REQ_01154,133.5,3.8,127.1,2,4,2.7,afternoon,0,0,0,FEMALE,MALE,ACCEPT
REQ_01155,11.9,4.2,11.5,3,4,1.9,morning,0,0,0,FEMALE,OTHER,ACCEPT
REQ_01156,20.9,2.2,15.3,2,4,1.0,evening,0,0,0,MALE,OTHER,ACCEPT
REQ_01157,93.9,9.6,90.28,2,4,3.7,morning,1,1,0,FEMALE,OTHER,ACCEPT
REQ_01158,83.5,2.2,130.01,3,4,1.0,evening,1,0,0,MALE,OTHER,ACCEPT
REQ_01159,124.3,6.0,146.35,3,4,1.3,evening,0,0,0,FEMALE,MALE,ACCEPT
REQ_01160,194.3,6.3,150.0,4,4,3.8,afternoon,0,1,0,OTHER,MALE,ACCEPT
REQ_01161,13.8,7.9,13.59,4,4,2.3,night,0,1,0,FEMALE,OTHER,ACCEPT
REQ_01162,130.4,1.0,55.43,1,4,4.1,afternoon,1,0,0,MALE,FEMALE,ACCEPT
REQ_01163,99.3,5.1,50.51,3,4,2.4,afternoon,0,0,0,FEMALE,MALE,REJECT
REQ_01164,124.3,9.8,150.0,4,4,4.9,night,0,0,0,FEMALE,OTHER,ACCEPT
REQ_01165,51.3,8.5,10.57,1,4,1.2,afternoon,0,0,0,FEMALE,MALE,REJECT
REQ_01166,171.5,10.9,51.83,2,4,2.5,night,1,1,0,FEMALE,OTHER,REJECT
REQ_01167,13.2,2.0,20.99,3,4,2.7,night,0,0,0,OTHER,MALE,REJECT
REQ_01168,142.3,7.2,150.0,3,4,2.9,night,1,1,0,OTHER,MALE,REJECT
REQ_01169,123.5,11.1,62.16,2,4,4.6,night,1,0,0,MALE,OTHER,ACCEPT
REQ_01170,10.7,2.9,15.78,4,4,4.3,afternoon,0,0,0,FEMALE,OTHER,ACCEPT
REQ_01171,17.2,8.9,25.39,3,4,4.1,morning,0,0,0,OTHER,FEMALE,REJECT
REQ_01172,66.6,4.1,69.59,2,4,1.4,morning,0,1,0,FEMALE,MALE,ACCEPT
REQ_01173,212.6,8.2,150.0,4,4,2.2,afternoon,0,1,0,MALE,FEMALE,ACCEPT
REQ_01174,224.2,2.1,74.1,1,4,1.5,morning,0,1,0,FEMALE,MALE,ACCEPT
REQ_01175,69.0,1.7,91.11,3,4,4.8,morning,0,1,0,MALE,OTHER,ACCEPT
REQ_01176,117.8,9.6,64.37,1,4,1.8,morning,1,1,0,OTHER,OTHER,REJECT
REQ_01177,9.7,10.3,13.32,4,4,3.5,morning,0,0,0,MALE,MALE,ACCEPT
REQ_01178,74.4,11.9,24.49,2,4,4.6,night,0,0,0,FEMALE,MALE,REJECT
REQ_01179,94.2,11.9,53.24,3,4,1.5,evening,0,0,0,FEMALE,MALE,ACCEPT
REQ_01180,57.0,5.8,81.89,3,4,2.2,morning,0,1,0,FEMALE,MALE,ACCEPT
REQ_01181,53.4,3.8,31.56,2,4,4.9,evening,0,0,0,FEMALE,MALE,ACCEPT
REQ_01182,69.0,0.6,39.34,3,4,3.4,evening,1,1,0,OTHER,OTHER,ACCEPT
REQ_01183,143.9,4.0,65.37,1,4,2.2,afternoon,0,0,1,MALE,FEMALE,REJECT
REQ_01184,90.0,6.7,76.49,3,4,1.4,evening,1,0,0,FEMALE,FEMALE,ACCEPT
REQ_01185,53.8,11.4,11.49,1,4,1.4,morning,0,1,0,FEMALE,OTHER,REJECT
REQ_01186,16.7,2.3,9.12,1,4,3.0,morning,0,0,0,OTHER,OTHER,ACCEPT
REQ_01187,13.8,7.0,9.97,2,4,1.8,night,0,1,0,OTHER,FEMALE,REJECT
REQ_01188,130.8,5.1,136.98,3,4,3.6,evening,1,0,0,FEMALE,FEMALE,ACCEPT
REQ_01189,114.0,9.0,55.25,2,4,3.8,afternoon,0,0,0,MALE,MALE,ACCEPT
REQ_01190,21.9,8.3,18.77,2,4,1.4,afternoon,1,1,1,MALE,OTHER,REJECT
REQ_01191,61.8,2.0,14.25,1,4,2.8,evening,0,0,0,OTHER,FEMALE,REJECT
REQ_01192,382.3,2.5,133.47,2,4,2.9,night,0,1,1,MALE,FEMALE,REJECT
REQ_01193,153.9,6.4,104.43,2,4,4.1,night,1,1,0,MALE,FEMALE,ACCEPT
REQ_01194,279.3,4.4,133.07,2,4,1.6,night,1,0,0,FEMALE,FEMALE,REJECT
REQ_01195,16.7,7.8,19.93,4,4,2.1,afternoon,0,0,0,MALE,MALE,ACCEPT
REQ_01196,59.1,8.0,43.92,3,4,2.0,night,1,0,0,MALE,FEMALE,REJECT
REQ_01197,114.2,7.0,72.61,2,4,4.1,night,0,1,0,FEMALE,OTHER,ACCEPT
REQ_01198,8.8,1.6,14.1,3,4,3.7,night,1,0,0,OTHER,FEMALE,ACCEPT
REQ_01199,10.1,5.8,4.87,2,4,2.3,afternoon,0,0,0,MALE,OTHER,REJECT
REQ_01200,16.1,1.5,13.6,2,4,1.3,afternoon,0,1,0,OTHER,OTHER,REJECT
REQ_01201,81.6,2.9,42.79,2,4,1.5,afternoon,0,1,1,OTHER,FEMALE,REJECT
REQ_01202,86.8,1.4,42.79,2,4,4.8,morning,1,1,0,OTHER,OTHER,ACCEPT
REQ_01203,55.9,8.0,21.42,1,4,1.4,night,0,1,0,FEMALE,MALE,REJECT
REQ_01204,44.0,8.4,34.33,3,4,1.1,night,0,1,0,OTHER,OTHER,ACCEPT
REQ_01205,178.7,0.8,142.05,2,4,2.8,afternoon,0,1,0,MALE,OTHER,ACCEPT
REQ_01206,198.0,2.7,150.0,3,4,1.0,night,1,1,0,FEMALE,FEMALE,ACCEPT
REQ_01207,136.5,5.2,35.01,1,4,4.3,afternoon,1,1,0,MALE,OTHER,REJECT
REQ_01208,115.4,6.5,110.77,3,4,4.8,night,1,0,0,OTHER,MALE,ACCEPT
REQ_01209,68.4,3.3,26.83,2,4,4.5,morning,1,1,0,FEMALE,MALE,REJECT
REQ_01210,124.9,8.5,45.66,1,4,3.1,night,0,0,0,MALE,MALE,REJECT
REQ_01211,58.3,0.9,21.55,1,4,2.0,afternoon,0,1,0,MALE,FEMALE,REJECT
REQ_01212,19.4,10.2,6.93,2,4,3.5,afternoon,0,1,0,OTHER,MALE,REJECT
REQ_01213,58.2,9.2,107.12,4,4,4.1,afternoon,0,0,0,MALE,MALE,ACCEPT
REQ_01214,138.1,4.1,23.88,1,4,3.6,morning,0,0,0,FEMALE,OTHER,REJECT
REQ_01215,97.2,2.1,74.16,3,4,4.0,evening,0,1,0,OTHER,FEMALE,ACCEPT
REQ_01216,166.4,7.0,150.0,4,4,3.0,evening,0,0,1,MALE,FEMALE,ACCEPT
REQ_01217,8.2,5.4,2.35,1,4,2.4,morning,0,1,0,MALE,FEMALE,REJECT
REQ_01218,10.9,2.1,7.39,4,4,2.5,morning,1,1,0,MALE,FEMALE,ACCEPT
REQ_01219,222.8,4.7,83.17,1,4,4.4,morning,0,1,0,FEMALE,OTHER,REJECT
REQ_01220,16.6,9.4,12.0,2,4,2.0,afternoon,1,1,1,MALE,FEMALE,REJECT
REQ_01221,13.1,3.4,17.18,3,4,1.8,afternoon,0,0,0,MALE,OTHER,ACCEPT
REQ_01222,144.5,3.4,117.93,2,4,3.1,morning,1,0,0,OTHER,MALE,ACCEPT
REQ_01223,125.2,2.2,68.57,2,4,1.9,night,0,1,0,OTHER,FEMALE,REJECT
REQ_01224,78.8,0.8,52.62,4,4,4.5,evening,0,0,0,FEMALE,FEMALE,ACCEPT
REQ_01225,544.2,4.6,150.0,2,4,2.9,evening,1,0,0,OTHER,MALE,REJECT
REQ_01226,75.4,11.5,40.94,1,4,1.7,afternoon,0,0,0,OTHER,OTHER,ACCEPT
REQ_01227,64.1,10.0,15.16,1,4,1.8,evening,1,0,1,FEMALE,MALE,REJECT
REQ_01228,10.5,6.5,12.28,3,4,1.4,morning,0,1,0,MALE,MALE,ACCEPT
REQ_01229,195.7,1.7,79.77,1,4,1.5,afternoon,1,1,0,FEMALE,MALE,REJECT
REQ_01230,23.1,10.3,12.34,1,4,1.4,morning,0,0,0,FEMALE,FEMALE,REJECT
REQ_01231,108.8,6.4,50.21,1,4,1.4,morning,0,1,1,MALE,OTHER,ACCEPT
REQ_01232,73.8,6.4,35.37,1,4,3.9,afternoon,0,1,0,FEMALE,FEMALE,ACCEPT
REQ_01233,197.7,11.0,70.53,2,4,2.2,night,0,0,0,MALE,MALE,REJECT
REQ_01234,12.7,7.0,6.97,1,4,1.6,evening,1,0,0,MALE,OTHER,REJECT
REQ_01235,146.7,2.8,48.29,2,4,2.0,morning,1,1,0,MALE,MALE,REJECT
REQ_01236,156.0,6.4,150.0,4,4,3.0,morning,0,0,0,FEMALE,MALE,ACCEPT
REQ_01237,61.4,8.4,14.2,1,4,3.1,afternoon,0,0,0,MALE,MALE,REJECT
REQ_01238,100.2,10.5,22.06,1,4,1.4,night,1,0,0,OTHER,MALE,REJECT
REQ_01239,66.0,9.9,27.33,2,4,3.6,night,0,0,0,FEMALE,OTHER,REJECT
REQ_01240,13.6,3.7,3.9,1,4,4.1,morning,1,0,1,OTHER,FEMALE,REJECT
REQ_01241,291.3,8.9,150.0,2,4,1.2,night,1,1,0,OTHER,MALE,REJECT
REQ_01242,72.6,9.9,119.08,3,4,5.0,morning,0,1,0,MALE,OTHER,ACCEPT
REQ_01243,192.2,7.3,150.0,4,4,4.0,night,0,0,0,OTHER,OTHER,ACCEPT
REQ_01244,59.6,5.6,67.25,3,4,1.6,afternoon,0,0,0,OTHER,MALE,ACCEPT
REQ_01245,17.3,7.0,15.93,2,4,4.1,afternoon,0,1,0,MALE,FEMALE,ACCEPT
REQ_01246,102.4,11.3,150.0,4,4,4.1,morning,0,0,0,MALE,FEMALE,ACCEPT
REQ_01247,65.2,2.8,46.69,2,4,4.6,afternoon,0,0,0,OTHER,MALE,ACCEPT
REQ_01248,110.3,10.1,124.59,3,4,4.6,morning,0,0,0,MALE,MALE,ACCEPT
REQ_01249,15.3,10.2,14.18,2,4,2.1,night,0,0,0,FEMALE,OTHER,REJECT
REQ_01250,61.0,7.7,57.69,2,4,4.1,morning,0,0,0,OTHER,MALE,ACCEPT
REQ_01251,83.5,9.1,64.82,3,4,4.4,afternoon,0,0,0,OTHER,FEMALE,ACCEPT
REQ_01252,17.0,2.2,5.85,2,4,1.3,morning,1,0,0,FEMALE,FEMALE,REJECT
REQ_01253,47.7,2.7,14.31,1,4,4.8,afternoon,0,1,0,MALE,MALE,ACCEPT
REQ_01254,159.5,3.7,61.09,1,4,1.8,evening,1,0,0,OTHER,OTHER,REJECT
REQ_01255,136.6,0.9,125.52,3,4,3.4,afternoon,0,1,0,FEMALE,FEMALE,ACCEPT
REQ_01256,86.6,8.8,150.0,4,4,4.5,afternoon,0,1,0,MALE,OTHER,ACCEPT
REQ_01257,76.0,11.8,17.43,1,4,4.9,evening,1,0,0,FEMALE,MALE,REJECT
REQ_01258,94.0,11.5,146.88,3,4,2.9,evening,0,1,0,FEMALE,MALE,ACCEPT
REQ_01259,455.9,10.8,150.0,2,4,2.0,morning,1,1,0,MALE,FEMALE,REJECT
REQ_01260,64.2,6.7,49.27,3,4,2.2,night,1,1,1,OTHER,OTHER,ACCEPT
REQ_01261,229.2,4.1,78.46,2,4,2.1,night,0,1,0,FEMALE,FEMALE,REJECT
REQ_01262,108.0,1.5,150.0,4,4,3.1,morning,0,0,0,FEMALE,OTHER,ACCEPT
REQ_01263,211.1,10.6,120.77,2,4,3.3,morning,0,1,0,FEMALE,MALE,REJECT
REQ_01264,182.7,5.4,150.0,4,4,3.2,afternoon,0,0,0,OTHER,MALE,ACCEPT
REQ_01265,62.4,9.1,34.18,1,4,3.7,night,0,0,0,FEMALE,FEMALE,ACCEPT
REQ_01266,74.2,10.4,89.17,4,4,4.1,afternoon,0,0,0,MALE,FEMALE,ACCEPT
REQ_01267,284.1,2.4,150.0,3,4,1.1,evening,0,1,0,OTHER,FEMALE,REJECT
REQ_01268,69.9,5.0,43.22,2,4,2.3,morning,0,0,0,OTHER,MALE,ACCEPT
REQ_01269,141.8,6.8,85.4,3,4,4.8,afternoon,0,0,0,OTHER,MALE,ACCEPT
REQ_01270,78.4,11.4,42.22,2,4,3.6,night,0,0,0,OTHER,FEMALE,REJECT
REQ_01271,78.3,6.8,25.57,1,4,3.8,morning,0,0,0,FEMALE,MALE,REJECT
REQ_01272,138.6,6.7,150.0,4,4,4.7,night,0,0,0,MALE,MALE,ACCEPT
REQ_01273,320.1,1.0,150.0,4,4,4.7,night,0,0,0,OTHER,OTHER,REJECT
REQ_01274,181.6,1.8,112.39,2,4,3.1,night,0,1,0,FEMALE,OTHER,ACCEPT
REQ_01275,145.2,4.6,123.17,3,4,3.9,morning,0,0,0,FEMALE,FEMALE,ACCEPT
REQ_01276,16.2,1.8,14.93,3,4,4.7,afternoon,0,1,0,FEMALE,MALE,ACCEPT
REQ_01277,291.1,10.0,150.0,3,4,3.3,afternoon,0,0,0,OTHER,OTHER,ACCEPT
REQ_01278,573.3,2.6,150.0,1,4,3.1,evening,0,1,0,FEMALE,MALE,REJECT
REQ_01279,8.7,11.4,12.59,4,4,1.9,afternoon,0,1,0,MALE,OTHER,REJECT
REQ_01280,75.7,10.4,40.11,1,4,4.8,night,0,1,0,OTHER,FEMALE,ACCEPT
REQ_01281,15.7,9.1,22.6,3,4,4.6,evening,1,1,0,MALE,OTHER,ACCEPT
REQ_01282,64.1,7.3,23.64,2,4,4.2,morning,1,0,0,MALE,FEMALE,REJECT
REQ_01283,101.5,4.1,150.0,4,4,2.5,morning,0,1,0,OTHER,MALE,ACCEPT
REQ_01284,10.9,11.4,5.33,1,4,2.1,afternoon,0,0,0,MALE,OTHER,REJECT
REQ_01285,196.2,3.6,70.53,1,4,3.8,morning,0,1,0,OTHER,MALE,REJECT
REQ_01286,131.2,1.8,150.0,4,4,4.4,morning,1,1,0,OTHER,OTHER,ACCEPT
REQ_01287,76.3,6.8,100.69,4,4,4.2,night,1,1,0,OTHER,FEMALE,ACCEPT
REQ_01288,148.9,1.9,142.4,3,4,3.9,evening,0,0,0,OTHER,FEMALE,ACCEPT
REQ_01289,145.0,10.1,139.74,3,4,4.2,afternoon,0,1,0,MALE,MALE,ACCEPT
REQ_01290,76.2,0.4,13.65,1,4,4.5,morning,1,1,0,OTHER,OTHER,REJECT
REQ_01291,201.4,10.6,46.65,1,4,1.1,evening,0,1,1,FEMALE,FEMALE,REJECT
REQ_01292,109.5,8.3,143.45,3,4,3.5,evening,0,0,0,FEMALE,OTHER,ACCEPT
REQ_01293,107.7,2.9,150.0,4,4,1.5,night,0,1,0,OTHER,MALE,REJECT
REQ_01294,86.7,4.6,39.22,2,4,3.9,morning,0,0,0,OTHER,MALE,ACCEPT
REQ_01295,354.5,10.6,90.38,1,4,2.0,evening,0,1,0,MALE,OTHER,REJECT
REQ_01296,102.1,4.3,69.84,2,4,4.6,night,0,0,0,MALE,MALE,ACCEPT
REQ_01297,89.2,6.9,49.8,3,4,1.6,night,1,1,0,MALE,FEMALE,REJECT
REQ_01298,274.2,4.8,120.77,2,4,3.6,morning,0,0,0,FEMALE,MALE,ACCEPT
REQ_01299,351.7,9.5,150.0,2,4,3.3,afternoon,0,0,0,MALE,MALE,REJECT
REQ_01300,72.4,2.3,26.81,1,4,1.9,night,0,0,0,OTHER,FEMALE,REJECT
REQ_01301,186.0,4.6,124.7,2,4,3.9,afternoon,0,0,0,MALE,FEMALE,ACCEPT
REQ_01302,128.7,9.8,150.0,3,4,4.2,afternoon,0,0,0,FEMALE,OTHER,ACCEPT
REQ_01303,143.9,10.8,150.0,4,4,2.0,morning,1,1,1,MALE,FEMALE,ACCEPT
REQ_01304,14.0,8.7,5.87,2,4,2.0,night,0,0,0,OTHER,OTHER,REJECT
REQ_01305,59.4,1.9,29.9,3,4,1.2,night,0,0,1,MALE,MALE,REJECT
REQ_01306,151.2,11.3,150.0,4,4,3.7,night,0,1,0,OTHER,FEMALE,ACCEPT
REQ_01307,67.0,1.0,25.4,1,4,1.3,afternoon,1,0,0,FEMALE,OTHER,REJECT
REQ_01308,109.7,1.1,89.33,2,4,4.1,afternoon,0,0,0,MALE,MALE,ACCEPT
REQ_01309,200.0,9.1,78.97,1,4,1.8,morning,0,0,0,OTHER,OTHER,ACCEPT
REQ_01310,12.4,11.9,5.0,1,4,2.6,afternoon,0,0,0,MALE,MALE,REJECT
REQ_01311,48.6,1.7,38.18,4,4,3.7,night,0,0,1,OTHER,OTHER,ACCEPT
REQ_01312,55.4,2.4,12.7,1,4,4.7,morning,0,0,0,OTHER,FEMALE,REJECT
REQ_01313,150.6,3.7,125.32,2,4,3.6,night,0,1,1,MALE,FEMALE,ACCEPT
REQ_01314,10.1,9.2,6.25,3,4,3.5,afternoon,1,1,0,OTHER,FEMALE,REJECT
REQ_01315,12.4,4.1,7.36,2,4,3.8,afternoon,0,0,1,OTHER,MALE,REJECT
REQ_01316,161.9,9.6,25.39,1,4,3.0,afternoon,0,0,0,OTHER,OTHER,REJECT
REQ_01317,101.7,3.5,103.22,4,4,4.4,evening,0,0,0,MALE,MALE,ACCEPT
REQ_01318,83.4,0.6,58.09,4,4,3.0,morning,0,0,0,MALE,OTHER,ACCEPT
REQ_01319,136.8,8.7,49.58,1,4,4.4,night,0,0,0,MALE,MALE,REJECT
REQ_01320,60.9,3.4,48.29,2,4,1.5,morning,1,0,0,MALE,MALE,REJECT
REQ_01321,130.1,6.9,150.0,4,4,3.4,evening,0,0,0,FEMALE,FEMALE,ACCEPT
REQ_01322,72.8,2.3,28.28,2,4,2.7,evening,0,1,0,FEMALE,FEMALE,REJECT
REQ_01323,61.5,6.3,19.03,1,4,1.4,afternoon,1,0,0,OTHER,MALE,REJECT
REQ_01324,79.6,5.3,12.91,1,4,1.6,morning,0,0,0,FEMALE,MALE,REJECT
REQ_01325,75.7,5.7,81.38,2,4,2.3,morning,0,1,1,OTHER,MALE,REJECT
REQ_01326,70.8,6.5,79.87,3,4,1.1,night,0,0,0,OTHER,MALE,ACCEPT
REQ_01327,80.1,8.2,90.84,4,4,3.2,night,0,0,0,MALE,MALE,REJECT
REQ_01328,354.5,2.1,150.0,4,4,2.4,evening,0,0,0,MALE,MALE,ACCEPT
REQ_01329,70.2,5.9,11.23,1,4,3.5,morning,0,0,0,FEMALE,FEMALE,REJECT
REQ_01330,45.1,7.2,82.5,4,4,1.9,morning,0,1,0,FEMALE,OTHER,ACCEPT
REQ_01331,102.5,8.5,121.22,3,4,1.2,morning,0,0,0,FEMALE,MALE,ACCEPT
REQ_01332,142.5,10.0,150.0,4,4,1.3,night,0,0,0,MALE,OTHER,ACCEPT
REQ_01333,61.9,4.8,31.5,3,4,2.1,morning,0,0,0,MALE,FEMALE,ACCEPT
REQ_01334,49.5,10.0,56.9,3,4,3.4,night,1,0,0,OTHER,OTHER,REJECT
REQ_01335,102.7,0.5,52.5,3,4,1.9,afternoon,0,0,0,MALE,MALE,ACCEPT
REQ_01336,79.6,1.5,59.87,4,4,3.5,morning,0,0,0,OTHER,OTHER,ACCEPT
REQ_01337,82.4,9.7,76.14,2,4,4.5,evening,0,0,0,OTHER,OTHER,ACCEPT
REQ_01338,185.4,1.3,150.0,4,4,3.0,morning,0,0,0,FEMALE,OTHER,REJECT
REQ_01339,82.0,10.8,128.13,3,4,3.1,afternoon,1,1,0,FEMALE,OTHER,ACCEPT
REQ_01340,89.2,4.7,37.16,1,4,2.3,afternoon,1,1,0,FEMALE,FEMALE,REJECT
REQ_01341,176.2,4.7,61.65,1,4,3.0,evening,0,1,0,MALE,MALE,REJECT
REQ_01342,61.4,7.3,41.75,4,4,3.7,afternoon,0,0,0,OTHER,FEMALE,ACCEPT
REQ_01343,10.7,1.7,3.69,1,4,2.0,night,1,0,0,OTHER,OTHER,REJECT
REQ_01344,91.9,2.9,81.86,4,4,3.6,evening,1,0,0,OTHER,OTHER,ACCEPT
REQ_01345,140.5,8.5,139.61,3,4,1.1,night,0,1,0,OTHER,FEMALE,ACCEPT
REQ_01346,263.9,2.1,150.0,3,4,4.3,morning,0,1,0,OTHER,MALE,ACCEPT
REQ_01347,52.0,11.6,21.32,2,4,4.5,evening,0,0,0,OTHER,MALE,ACCEPT
REQ_01348,8.6,11.9,16.58,4,4,1.9,morning,0,0,1,FEMALE,MALE,REJECT
REQ_01349,59.9,3.2,34.35,2,4,4.6,afternoon,0,1,0,OTHER,FEMALE,REJECT
REQ_01350,23.3,4.1,6.09,1,4,4.6,night,0,0,1,MALE,FEMALE,REJECT
REQ_01351,144.8,7.5,150.0,4,4,4.2,evening,0,0,0,FEMALE,MALE,ACCEPT
REQ_01352,11.0,6.0,4.03,1,4,1.2,afternoon,0,0,0,OTHER,OTHER,REJECT
REQ_01353,13.8,5.7,11.01,2,4,4.4,morning,1,0,0,MALE,MALE,REJECT
REQ_01354,123.6,3.4,150.0,4,4,2.2,afternoon,0,0,0,OTHER,FEMALE,ACCEPT
REQ_01355,104.1,1.4,121.69,3,4,1.5,evening,0,0,1,MALE,OTHER,ACCEPT
REQ_01356,133.5,11.9,117.82,2,4,2.7,night,0,1,0,FEMALE,MALE,ACCEPT
REQ_01357,121.8,9.3,150.0,4,4,1.4,afternoon,0,1,0,OTHER,MALE,ACCEPT
REQ_01358,98.7,6.0,37.72,1,4,3.1,morning,0,0,0,MALE,FEMALE,ACCEPT
REQ_01359,87.6,12.0,125.64,3,4,1.6,night,0,0,0,FEMALE,FEMALE,REJECT
REQ_01360,126.0,4.6,114.37,4,4,4.9,evening,0,1,0,FEMALE,FEMALE,ACCEPT
REQ_01361,97.4,1.8,83.16,3,4,4.1,evening,0,0,0,OTHER,MALE,ACCEPT
REQ_01362,62.3,4.2,36.89,3,4,4.4,afternoon,0,1,0,FEMALE,MALE,ACCEPT
REQ_01363,183.7,9.6,118.38,4,4,1.3,night,0,0,0,FEMALE,OTHER,ACCEPT
REQ_01364,59.6,1.5,96.87,3,4,4.0,evening,0,0,0,MALE,MALE,ACCEPT
REQ_01365,10.4,11.8,21.91,4,4,3.4,night,0,1,0,MALE,OTHER,ACCEPT
REQ_01366,14.1,3.5,5.48,2,4,1.6,night,0,0,0,FEMALE,MALE,REJECT
REQ_01367,404.6,3.0,150.0,4,4,1.2,evening,1,1,0,FEMALE,OTHER,REJECT
REQ_01368,112.8,11.8,56.69,2,4,2.3,evening,1,0,0,MALE,OTHER,REJECT
REQ_01369,45.0,8.2,41.17,4,4,1.6,evening,0,0,0,FEMALE,OTHER,REJECT
REQ_01370,47.1,2.6,83.53,4,4,4.8,evening,0,0,0,FEMALE,OTHER,ACCEPT
REQ_01371,73.2,9.4,33.18,2,4,1.7,afternoon,0,0,0,MALE,FEMALE,REJECT
REQ_01372,66.6,2.3,35.63,1,4,4.1,night,0,1,0,MALE,OTHER,REJECT
REQ_01373,121.1,7.7,25.18,1,4,3.0,night,0,0,0,OTHER,OTHER,REJECT
REQ_01374,466.2,3.0,150.0,3,4,1.4,morning,1,0,0,OTHER,OTHER,REJECT
REQ_01375,74.2,3.7,23.82,1,4,2.0,night,0,1,0,OTHER,FEMALE,REJECT
REQ_01376,451.1,10.6,150.0,1,4,1.1,night,0,1,0,OTHER,MALE,REJECT
REQ_01377,181.5,3.1,85.59,1,4,3.9,afternoon,0,0,0,FEMALE,OTHER,ACCEPT
REQ_01378,65.7,6.5,25.21,2,4,4.4,morning,0,0,0,OTHER,MALE,REJECT
REQ_01379,102.6,4.7,26.38,1,4,2.0,morning,0,0,0,FEMALE,OTHER,REJECT
REQ_01380,105.9,7.2,74.13,2,4,3.6,afternoon,1,0,0,MALE,OTHER,ACCEPT
REQ_01381,235.5,6.9,92.69,2,4,1.2,morning,0,0,0,MALE,MALE,ACCEPT
REQ_01382,179.1,0.5,150.0,4,4,3.4,night,0,1,0,OTHER,OTHER,REJECT
REQ_01383,119.1,4.8,52.38,1,4,1.2,morning,0,1,0,MALE,FEMALE,REJECT
REQ_01384,87.9,7.9,24.26,1,4,1.6,morning,0,1,0,OTHER,OTHER,REJECT
REQ_01385,143.6,8.2,21.74,1,4,4.7,morning,1,0,0,FEMALE,FEMALE,REJECT
REQ_01386,64.8,11.4,131.87,4,4,2.7,night,0,1,0,MALE,FEMALE,ACCEPT
REQ_01387,46.0,0.5,60.5,4,4,1.0,evening,0,1,0,MALE,FEMALE,ACCEPT
REQ_01388,115.0,11.1,127.41,3,4,2.7,night,1,0,0,OTHER,MALE,ACCEPT
REQ_01389,152.2,8.8,150.0,4,4,2.7,afternoon,0,0,1,MALE,OTHER,REJECT
